Prod. year,Levy,Mileage,Engine volume,Manufacturer,Model,Fuel type,Leather interior,Gear box type,Category,Price
2012,1058,285186.0,3.5,TOYOTA,Highlander,Petrol,Yes,Automatic,Jeep,9879
2018,1079,77130.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,49751
2006,1569,462673.0,2.0,SKODA,Octavia,Petrol,No,Manual,Sedan,6272
2015,765,119000.0,2.0,FORD,Focus,Petrol,No,Manual,Sedan,12544
2008,994,233728.0,1.7999999523162842,HONDA,Civic,Petrol,Yes,Automatic,Sedan,392
2006,1569,300000.0,2.200000047683716,MERCEDES-BENZ,Sprinter,Diesel,Yes,Manual,Microbus,36065
2004,2342,170333.0,3.5,MERCEDES-BENZ,ML 350,LPG,Yes,Tiptronic,Jeep,15524
2014,446,117811.0,1.2999999523162842,HONDA,FIT,Petrol,Yes,Automatic,Hatchback,12184
2016,891,219432.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,15681
2011,1018,128086.0,3.0,BMW,535,Petrol,Yes,Automatic,Sedan,17249
2015,900,101362.0,2.4000000953674316,DODGE,Avenger,Petrol,Yes,Automatic,Sedan,627
2016,730,51787.0,1.600000023841858,SSANGYONG,Actyon,Petrol,Yes,Automatic,Jeep,39201
2013,640,46721.0,2.0,CHEVROLET,Cruze,Diesel,Yes,Automatic,Sedan,9252
2012,781,124000.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,17249
2010,1067,192000.0,3.5999999046325684,PORSCHE,Panamera,Petrol,Yes,Tiptronic,Sedan,64290
2012,781,104000.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,19444
2011,707,168315.0,2.0,HYUNDAI,Genesis,Petrol,Yes,Automatic,Coupe,18500
2015,799,174400.0,4.699999809265137,MERCEDES-BENZ,GL 550,Petrol,Yes,Tiptronic,Jeep,101923
2002,1797,187000.0,1.5,MITSUBISHI,Colt,Petrol,No,Variator,Hatchback,7527
2010,1399,76000.0,3.5,MERCEDES-BENZ,E 350 AMG,Petrol,Yes,Tiptronic,Sedan,39201
2011,831,278989.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Jeep,470
2015,934,140000.0,2.5,MAZDA,CX-5,Petrol,No,Tiptronic,Jeep,29793
2017,1714,39814.0,3.5,MERCEDES-BENZ,GLE 350,Petrol,Yes,Automatic,Jeep,43592
2006,1569,220000.0,4.0,TOYOTA,Hilux,LPG,No,Automatic,Jeep,40769
2014,639,45300.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,30367
2014,528,76800.0,1.600000023841858,KIA,RIO lX,Petrol,No,Automatic,Sedan,14740
2013,585,114526.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,392
1998,1700,290000.0,3.200000047683716,MERCEDES-BENZ,E 320,CNG,Yes,Tiptronic,Sedan,8154
2003,2046,153000.0,3.200000047683716,MERCEDES-BENZ,E 320,Petrol,Yes,Automatic,Sedan,15053
2014,1053,146395.0,3.5,MERCEDES-BENZ,E 350,Petrol,Yes,Automatic,Sedan,1882
2013,729,176000.0,1.7999999523162842,TOYOTA,Prius,LPG,No,Variator,Hatchback,25
2011,1172,259066.0,3.5,LEXUS,IS 350,Petrol,Yes,Automatic,Sedan,8154
2016,690,59858.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,11917
2004,2342,226000.0,3.200000047683716,MERCEDES-BENZ,CLK 320 AMG,Petrol,Yes,Tiptronic,Coupe,14740
2008,1090,62558.0,2.0,CHEVROLET,Captiva,Diesel,Yes,Automatic,Jeep,8123
2012,780,120000.0,1.5,TOYOTA,Prius C,Hybrid,No,Automatic,Hatchback,18817
2004,2342,300000.0,3.0,BMW,X5,Diesel,Yes,Tiptronic,Jeep,21639
2011,645,117000.0,1.7999999523162842,CHEVROLET,Corvette,Petrol,Yes,Tiptronic,Sedan,14740
2000,2146,190000.0,5.0,MERCEDES-BENZ,S 500,LPG,Yes,Tiptronic,Sedan,10036
2018,831,8520.0,1.5,HONDA,Civic,Petrol,Yes,Automatic,Coupe,62493
2013,729,150400.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Sedan,20385
2011,871,150000.0,1.2999999523162842,HONDA,FIT HYBRYD,Hybrid,No,Automatic,Hatchback,11917
1997,5679,111111.0,2.5999999046325684,AUDI,A6,Petrol,No,Automatic,Sedan,3763
2001,2443,190000.0,2.0,MITSUBISHI,Airtrek,CNG,Yes,Tiptronic,Jeep,8900
2007,988,170000.0,1.5,TOYOTA,Prius,Hybrid,Yes,Variator,Sedan,10036
2003,2046,18000.0,2.0,MITSUBISHI,Airtrek,Petrol,No,Automatic,Jeep,9095
2019,1077,19968.0,2.0,TOYOTA,CHR,Petrol,Yes,Automatic,Jeep,6586
2004,2342,0.0,2.5,TOYOTA,Hilux,Diesel,No,Manual,Pickup,18817
2017,1714,52029.0,3.5,FORD,Explorer,Petrol,Yes,Automatic,Jeep,91775
2018,880,47181.0,1.600000023841858,HYUNDAI,Elantra,LPG,Yes,Automatic,Sedan,36137
2014,684,64000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Sedan,18817
2003,2046,120000.0,1.2999999523162842,HONDA,FIT,Petrol,No,Variator,Hatchback,40
2009,1405,229854.0,3.0,BMW,X5,Diesel,Yes,Automatic,Jeep,1803
2007,1310,68000.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,22000
2003,2046,340000.0,3.200000047683716,MERCEDES-BENZ,320,LPG,Yes,Automatic,Sedan,15053
2010,1399,382746.0,3.5,LEXUS,RX 450,Hybrid,Yes,Automatic,Jeep,314
1996,1481,300000.0,1.600000023841858,BMW,316 i,Petrol,No,Manual,Sedan,5645
2010,1067,162000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Variator,Hatchback,16308
2014,777,48000.0,2.5,TOYOTA,Camry,Petrol,No,Tiptronic,Sedan,22580
2018,1327,20930.0,2.5,HYUNDAI,H1,LPG,Yes,Automatic,Universal,66197
2011,831,0.0,2.4000000953674316,KIA,Optima,Hybrid,Yes,Automatic,Sedan,392
2008,1434,200000.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Sedan,11917
2012,586,174106.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,1490
2013,502,34682.0,1.5,HONDA,FIT,Petrol,Yes,Automatic,Hatchback,25365
2008,1434,0.0,2.4000000953674316,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,13485
2014,394,109798.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,5488
2014,915,253966.0,3.0,HYUNDAI,Grandeur,Petrol,Yes,Automatic,Sedan,25205
2017,1017,82114.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,2901
2013,729,185000.0,1.5,TOYOTA,Aqua,Hybrid,No,Variator,Hatchback,12231
2012,1363,255406.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,54568
2013,502,94500.0,1.5,HONDA,FIT,Hybrid,Yes,Automatic,Hatchback,19124
2007,1310,260000.0,1.7000000476837158,OPEL,Astra H,Diesel,No,Manual,Goods wagon,13485
2013,729,57956.0,1.7999999523162842,MERCEDES-BENZ,C 250,Petrol,Yes,Tiptronic,Sedan,29166
2013,640,52303.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,15524
2015,765,63323.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,51373
1996,1481,25000.0,1.600000023841858,OPEL,Vectra,Petrol,No,Manual,Sedan,4547
2004,2342,210000.0,2.200000047683716,MERCEDES-BENZ,Sprinter,Diesel,No,Manual,Microbus,15367
2014,382,73825.0,2.4000000953674316,HYUNDAI,Sonata Limited,Hybrid,Yes,Automatic,Sedan,16935
2013,729,65000.0,1.5,TOYOTA,Prius C,Hybrid,No,Automatic,Sedan,17876
2002,1797,22500.0,2.0,MERCEDES-BENZ,C 200,Petrol,No,Manual,Goods wagon,10349
2008,843,246000.0,1.5,TOYOTA,Prius,Hybrid,No,Variator,Hatchback,12544
2011,871,118023.0,2.0,HYUNDAI,IX35,Petrol,No,Tiptronic,Jeep,31047
2010,1067,15000.0,5.5,MERCEDES-BENZ,S 55 5.5,Petrol,Yes,Tiptronic,Sedan,150
2008,1850,364523.0,3.5,LEXUS,RX 400,Hybrid,Yes,Automatic,Jeep,941
2015,765,87074.0,2.0,CHEVROLET,Malibu,Diesel,Yes,Automatic,Sedan,32104
2009,1145,200000.0,1.2999999523162842,HONDA,Insight,Hybrid,No,Automatic,Hatchback,10976
1996,1481,442000.0,1.7999999523162842,OPEL,Vectra,Petrol,No,Manual,Sedan,4391
2012,1058,128202.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,4861
2011,583,124892.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,19384
2017,1760,31090.0,3.5999999046325684,CHRYSLER,Pacifica,Petrol,Yes,Automatic,Sedan,6586
2010,1024,73401.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,13015
1992,3301,262000.0,1.0,NISSAN,Micra,Petrol,No,Manual,Coupe,2500
2014,259,133195.0,1.399999976158142,CHEVROLET,Volt,Hybrid,Yes,Automatic,Jeep,862
2013,640,106048.0,2.0,CHEVROLET,Malibu,Petrol,Yes,Automatic,Sedan,24283
2011,583,173678.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,18826
2002,1797,0.0,2.200000047683716,MERCEDES-BENZ,Sprinter,Diesel,No,Manual,Microbus,11604
2003,2046,179000.0,2.0,VOLKSWAGEN,Jetta,Petrol,No,Manual,Sedan,6899
2003,2046,136000.0,3.200000047683716,MERCEDES-BENZ,E 320,CNG,Yes,Tiptronic,Sedan,20385
2017,1017,23000.0,2.0,HYUNDAI,Elantra,Petrol,No,Tiptronic,Sedan,25089
2010,1067,168000.0,2.0,AUDI,A4 premium,Petrol,Yes,Automatic,Sedan,19130
1995,1529,999999999.0,1.7999999523162842,OPEL,Vectra,CNG,No,Manual,Sedan,2600
2002,1797,2000.0,2.4000000953674316,MERCEDES-BENZ,C 240,Petrol,Yes,Tiptronic,Sedan,10349
2006,1968,110456.0,2.700000047683716,CHRYSLER,300,Petrol,No,Tiptronic,Sedan,7840
2010,836,90000.0,2.0,DODGE,Caliber,Petrol,No,Automatic,Jeep,10349
2012,781,75000.0,2.5,TOYOTA,Camry,Petrol,Yes,Tiptronic,Sedan,19130
2000,2146,175650.0,1.7999999523162842,AUDI,TT,Petrol,Yes,Manual,Coupe,11604
2008,1750,269162.0,3.299999952316284,TOYOTA,Highlander,Hybrid,Yes,Automatic,Jeep,1646
2010,1099,145221.0,2.700000047683716,SSANGYONG,REXTON,Diesel,Yes,Automatic,Jeep,18240
2012,1268,47000.0,1.5,TOYOTA,Aqua,Hybrid,Yes,Automatic,Hatchback,8000
2008,1434,135000.0,1.2000000476837158,OPEL,Corsa,Petrol,No,Manual,Hatchback,10349
2018,609,127515.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,9722
2015,934,173101.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,1568
2017,1017,26802.0,2.0,MERCEDES-BENZ,E 300,Petrol,Yes,Automatic,Sedan,314
2014,684,266000.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,13956
1999,2082,26000.0,2.5,SUBARU,Forester,Petrol,No,Automatic,Jeep,6272
2014,308,146019.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,188
2020,1076,1792.0,2.0,LEXUS,NX 300,Petrol,Yes,Automatic,Jeep,549
2010,761,52584.0,1.7999999523162842,DAEWOO,Lacetti,Petrol,Yes,Automatic,Sedan,7260
2015,900,50800.0,2.4000000953674316,HONDA,Cr-v,Petrol,Yes,Automatic,Jeep,39201
2012,780,83500.0,2.5,TOYOTA,RAV 4,Petrol,No,Automatic,Jeep,25089
2000,2146,11111.0,2.4000000953674316,AUDI,A6 evropuli,Petrol,Yes,Tiptronic,Sedan,5500
2016,891,259733.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,11290
1999,3138,146000.0,2.5,BMW,525,Petrol,No,Tiptronic,Sedan,9700
2011,1203,252253.0,3.5999999046325684,DODGE,Ramcharger,Petrol,Yes,Automatic,Sedan,2979
2014,394,0.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,862
2000,2146,97000.0,2.0,MITSUBISHI,Pajero IO,Petrol,No,Automatic,Jeep,10349
2015,765,546691.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,9252
2009,1145,180000.0,3.0,BMW,325,Petrol,No,Tiptronic,Sedan,14113
2013,530,90000.0,1.600000023841858,HYUNDAI,Accent,Petrol,No,Automatic,Sedan,13485
2010,761,258909.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,1803
2015,765,150000.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,37564
2014,749,55000.0,2.4000000953674316,CHEVROLET,Equinox,Petrol,No,Tiptronic,Jeep,26657
2001,2443,60000.0,4.0,JEEP,Grand Cherokee,CNG,Yes,Automatic,Jeep,10000
2014,749,251514.0,2.4000000953674316,CHEVROLET,Equinox,Petrol,Yes,Automatic,Jeep,1568
2016,1493,0.0,3.5,LEXUS,RX 350,Petrol,No,Automatic,Jeep,64604
2020,1273,15149.0,2.4000000953674316,HYUNDAI,Santa FE,Petrol,Yes,Automatic,Sedan,16308
2004,2342,164004.0,1.5,MAZDA,Demio Sport,Petrol,No,Manual,Hatchback,7527
2015,1104,54429.0,3.0,JAGUAR,XJ,Petrol,Yes,Automatic,Sedan,1646
2014,639,103755.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,28589
2012,531,183380.0,1.600000023841858,HYUNDAI,I30,Diesel,Yes,Automatic,Hatchback,17634
2020,1076,43865.0,2.0,HYUNDAI,Santa FE,Diesel,Yes,Automatic,Jeep,97235
2019,1077,20700.0,2.0,HONDA,Civic,Petrol,Yes,Automatic,Sedan,49848
2014,749,166008.0,2.4000000953674316,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,1882
2012,586,430278.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,2195
2011,1172,170429.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Coupe,15994
2016,891,47074.0,2.0,HYUNDAI,Elantra,Petrol,Yes,Automatic,Hatchback,627
2011,645,200200.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,2979
2011,831,108826.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,188
2017,2225,69918.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,470
2013,729,65000.0,1.7999999523162842,TOYOTA,Prius s,Hybrid,No,Variator,Sedan,19130
1998,1700,277545.0,1.600000023841858,OPEL,Vectra,Petrol,No,Manual,Sedan,5018
2008,843,137000.0,1.5,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,11290
2015,765,160717.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,15060
2018,1823,8618.0,3.5,LEXUS,RX 350,Petrol,Yes,Automatic,Jeep,3293
2016,1935,27573.0,4.599999904632568,MERCEDES-BENZ,S 550,Petrol,Yes,Automatic,Sedan,88595
2015,765,471632.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,12544
2014,639,129445.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,13172
1999,3138,0.0,3.200000047683716,MERCEDES-BENZ,E 320,Diesel,No,Automatic,Sedan,12500
2008,1434,145000.0,2.700000047683716,SUZUKI,Grand Vitara,Petrol,Yes,Automatic,Jeep,18817
2013,751,145568.0,2.4000000953674316,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,1411
2010,986,390533.0,2.4000000953674316,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,941
2003,2046,180000.0,2.4000000953674316,HONDA,Accord CL9 type S,Petrol,No,Tiptronic,Sedan,9408
2011,871,105000.0,2.5,VOLKSWAGEN,Golf,Petrol,No,Tiptronic,Hatchback,16308
2012,642,156834.0,2.0,CHEVROLET,Orlando,Diesel,Yes,Automatic,Jeep,15125
2008,1434,22222.0,1.600000023841858,KIA,Ceed,Petrol,No,Manual,Sedan,13172
2005,2652,15500.0,3.0,HONDA,Inspire,LPG,No,Tiptronic,Sedan,7840
2015,1552,1000.0,1.5,TOYOTA,Aqua,Hybrid,No,Automatic,Universal,12231
2011,862,168966.0,2.5,FORD,Escape,Hybrid,Yes,Automatic,Jeep,3607
2016,690,31869.0,1.5,HONDA,FIT,Petrol,Yes,Automatic,Jeep,862
2016,891,388495.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,13172
2013,640,101042.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,31581
2015,934,129605.0,2.5,NISSAN,Altima,Petrol,Yes,Automatic,Sedan,1098
2010,1024,223603.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,19441
2015,1552,39000.0,1.5,MAZDA,Axela,Petrol,Yes,Automatic,Hatchback,15000
2013,585,120058.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Automatic,Hatchback,17562
1997,5679,423232.0,2.5,LAND ROVER,Discovery,Diesel,Yes,Manual,Jeep,7213
2012,586,192357.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,941
1998,1700,555555.0,1.600000023841858,OPEL,Astra G,Petrol,No,Manual,Hatchback,7000
2007,1310,110000.0,1.7000000476837158,MERCEDES-BENZ,B 170,Petrol,Yes,Tiptronic,Sedan,11290
2013,729,101000.0,3.5999999046325684,VOLKSWAGEN,CC,Petrol,Yes,Automatic,Sedan,27598
2013,1360,202651.0,4.599999904632568,LEXUS,GX 470,Petrol,Yes,Automatic,Jeep,54568
2016,730,26000.0,1.600000023841858,MINI,Countryman S turbo,Petrol,Yes,Automatic,Hatchback,21326
2014,528,78836.0,1.600000023841858,HYUNDAI,Elantra,Diesel,Yes,Automatic,Sedan,14426
2012,586,136000.0,1.7999999523162842,MERCEDES-BENZ,C 250,Petrol,Yes,Tiptronic,Sedan,30200
2016,690,25807.0,1.5,TOYOTA,Aqua,Petrol,Yes,Automatic,Hatchback,40070
2013,729,112000.0,1.7999999523162842,HYUNDAI,Elantra,Petrol,Yes,Tiptronic,Sedan,20385
2004,2342,170000.0,1.899999976158142,MERCEDES-BENZ,Vaneo,LPG,No,Tiptronic,Universal,7840
2010,1067,112000.0,1.2999999523162842,HONDA,Insight,Hybrid,No,Automatic,Hatchback,13799
1998,1700,299689.0,2.799999952316284,AUDI,A6,Petrol,Yes,Tiptronic,Sedan,3136
2016,1292,62938.0,3.0,MERCEDES-BENZ,GLE 350,Petrol,Yes,Automatic,Jeep,20071
2011,645,222016.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,16621
2010,1024,84669.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,24932
2008,1434,181000.0,2.200000047683716,MERCEDES-BENZ,200,Diesel,No,Manual,Sedan,21012
2014,639,142330.0,2.0,FORD,Focus,Petrol,Yes,Automatic,Sedan,314
2007,1408,100000.0,2.200000047683716,FORD,Transit,Diesel,No,Manual,Microbus,12544
2014,915,140507.0,3.0,AUDI,A7,Petrol,Yes,Automatic,Hatchback,3058
2014,528,71627.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,25591
2014,1266,133000.0,1.5,TOYOTA,Aqua s,Hybrid,No,Automatic,Sedan,11447
2011,707,119194.0,2.0,HYUNDAI,Tucson,Diesel,Yes,Automatic,Jeep,18481
2014,915,126000.0,3.0,LAND ROVER,Range Rover,Diesel,Yes,Automatic,Jeep,114468
2011,871,170000.0,4.400000095367432,BMW,X5 M packet,Petrol,Yes,Tiptronic,Jeep,32302
2013,640,31381.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,15367
2015,1104,97600.0,3.0,BMW,X6,Petrol,Yes,Tiptronic,Jeep,114468
2014,639,82000.0,2.0,MITSUBISHI,Outlander სპორტ,Petrol,No,Automatic,Jeep,21639
2002,1797,21000.0,3.0,MAZDA,Tribute სასწრაფოდ,Petrol,Yes,Automatic,Jeep,8781
2013,729,156800.0,2.0,FORD,Fusion,Hybrid,No,Automatic,Sedan,21012
2013,779,99200.0,2.5,TOYOTA,Camry,Petrol,Yes,Automatic,Sedan,24462
2007,5332,75000.0,3.0,MERCEDES-BENZ,E 300 AVANTGARDE-LTD,Petrol,Yes,Tiptronic,Universal,14113
2004,2342,464000.0,5.400000095367432,LINCOLN,Navigator,LPG,Yes,Automatic,Jeep,17249
2011,707,155127.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,15132
2009,1145,380800.0,1.7999999523162842,TOYOTA,Prius,Hybrid,No,Variator,Sedan,17249
2011,707,166288.0,2.0,SSANGYONG,Actyon,Diesel,Yes,Automatic,Jeep,17158
2001,2443,126000.0,0.6000000238418579,MERCEDES-BENZ,Smart,Petrol,No,Tiptronic,Coupe,6272
2017,1017,50930.0,2.0,MERCEDES-BENZ,E 300,Petrol,Yes,Automatic,Sedan,22580
2018,463,12416.0,1.7999999523162842,TOYOTA,Prius,Hybrid,Yes,Automatic,Sedan,15210
2013,1194,57554.0,4.0,TOYOTA,Tacoma,Petrol,Yes,Automatic,Sedan,19130
2013,779,232032.0,2.5,TOYOTA,Camry,Hybrid,Yes,Automatic,Sedan,392
2004,2342,222222.0,1.5,MITSUBISHI,Colt,Petrol,Yes,Variator,Hatchback,7213
2015,900,84000.0,2.4000000953674316,HYUNDAI,Sonata SE,Petrol,No,Tiptronic,Sedan,17249
2011,583,158000.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,18798
2013,640,134000.0,2.0,SUBARU,XV,Petrol,Yes,Variator,Hatchback,18189
2019,420,14587.0,1.600000023841858,HYUNDAI,Accent,Hybrid,Yes,Automatic,Sedan,314
2012,531,185907.0,1.600000023841858,HYUNDAI,Elantra,Petrol,Yes,Automatic,Sedan,13877
2010,836,170000.0,2.0,HYUNDAI,Genesis,Petrol,Yes,Automatic,Coupe,13793
2019,1275,46264.0,2.4000000953674316,HYUNDAI,Santa FE,Petrol,Yes,Automatic,Sedan,8781
2007,4283,141000.0,2.4000000953674316,HONDA,Elysion,Petrol,No,Automatic,Minivan,10000
1998,1700,150000.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Goods wagon,6899
1998,1700,212000.0,2.5,BMW,525,CNG,No,Manual,Sedan,7213
2014,1053,130000.0,3.5,TOYOTA,Highlander LIMITED,Petrol,Yes,Tiptronic,Jeep,66799
2012,781,146758.0,2.5,FORD,Fusion,Hybrid,Yes,Automatic,Sedan,470
2011,1172,170429.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Coupe,15994
2014,394,176213.0,2.5,LEXUS,ES 300,Hybrid,Yes,Automatic,Sedan,14426
2018,1079,25850.0,2.0,TOYOTA,CHR,Petrol,Yes,Automatic,Jeep,784
2014,777,45433.0,2.5,HYUNDAI,H1,Diesel,Yes,Automatic,Minivan,20322
2014,394,113002.0,2.5,LEXUS,ES 300,Hybrid,Yes,Automatic,Sedan,17876
2012,586,192683.0,1.7999999523162842,LEXUS,CT 200h,Hybrid,Yes,Automatic,Hatchback,627
2003,2046,300000.0,2.0,FORD,Transit,Diesel,Yes,Manual,Microbus,12544
2013,751,107150.0,2.4000000953674316,KIA,Sorento EX,Petrol,No,Automatic,Jeep,25873
2016,690,70566.0,1.5,FORD,Fusion,Petrol,Yes,Automatic,Sedan,5488
2016,891,65000.0,2.0,FORD,Fusion Titanium,Petrol,Yes,Tiptronic,Sedan,25716
2016,650,78829.0,1.399999976158142,VOLKSWAGEN,Jetta,Petrol,Yes,Automatic,Sedan,627
2013,502,72240.0,1.5,TOYOTA,Prius,Hybrid,Yes,Automatic,Hatchback,392
2005,2652,280000.0,1.5,MITSUBISHI,Colt,Petrol,No,Variator,Hatchback,5959
2016,924,48000.0,2.5,SUBARU,Impreza WRX/STI LIMITED,Petrol,Yes,Manual,Sedan,31988
2012,642,90000.0,2.0,VOLKSWAGEN,Tiguan,Petrol,Yes,Tiptronic,Jeep,25089
2007,1310,171000.0,5.5,MERCEDES-BENZ,CL550 AMG,Petrol,Yes,Automatic,Coupe,35438
2014,684,56000.0,1.600000023841858,NISSAN,Juke,Petrol,No,Tiptronic,Jeep,24148
2010,1067,201600.0,2.5,LEXUS,IS 250,Petrol,Yes,Tiptronic,Sedan,22580
2016,891,74000.0,2.0,FORD,Focus,Petrol,Yes,Tiptronic,Hatchback,18817
2011,645,180000.0,1.7999999523162842,FORD,Transit Connect,Diesel,No,Manual,Goods wagon,12500
2011,871,189000.0,2.0,VOLKSWAGEN,CC sport,Petrol,Yes,Manual,Sedan,19757
2013,640,201612.0,2.0,CHEVROLET,Malibu,Petrol,Yes,Automatic,Sedan,22567
2007,1310,1111111.0,1.0,TOYOTA,Vitz,Petrol,No,Automatic,Sedan,10036
2013,1055,107800.0,3.5,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,5802
2011,1018,273186.0,3.0,MERCEDES-BENZ,E 350,Diesel,Yes,Automatic,Sedan,9879
2015,765,33300.0,2.0,CHEVROLET,Malibu,Diesel,Yes,Automatic,Sedan,18033
2012,586,158000.0,1.7999999523162842,HYUNDAI,Elantra SE,Petrol,No,Tiptronic,Sedan,12544
2015,629,74000.0,1.600000023841858,NISSAN,Juke,Petrol,Yes,Tiptronic,Jeep,23207
2016,650,65600.0,1.399999976158142,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,19757
2015,456,98032.0,2.5,LEXUS,ES 300,Hybrid,Yes,Automatic,Sedan,10192
2014,1356,200402.0,4.599999904632568,LEXUS,GX 460,Petrol,Yes,Automatic,Jeep,941
2011,831,224349.0,2.4000000953674316,HYUNDAI,Sonata,Hybrid,Yes,Automatic,Sedan,3450
2011,871,100000.0,1.7999999523162842,MERCEDES-BENZ,C 250,Petrol,Yes,Automatic,Sedan,29793
2013,1055,159250.0,3.5,MERCEDES-BENZ,C 350,Petrol,Yes,Automatic,Sedan,220
2009,789,78712.0,1.600000023841858,CHEVROLET,Cruze,Petrol,Yes,Automatic,Sedan,6125
1992,3301,256000.0,2.0,BMW,520,Petrol,Yes,Manual,Sedan,6000
1999,3138,157000.0,1.600000023841858,OPEL,Astra,Petrol,No,Manual,Universal,8154
2010,836,145000.0,2.0,HYUNDAI,Sonata,Petrol,Yes,Automatic,Sedan,17942
2001,2443,216000.0,2.0,TOYOTA,RAV 4,Petrol,Yes,Manual,Jeep,10663
2014,473,52000.0,1.399999976158142,CHEVROLET,Cruze,Petrol,No,Automatic,Sedan,9095
2013,729,136000.0,1.600000023841858,HYUNDAI,Accent,Petrol,No,Tiptronic,Hatchback,14113
2011,871,72000.0,2.5,TOYOTA,Camry SE,Petrol,No,Tiptronic,Sedan,25402
2000,2146,1111111.0,1.7999999523162842,OPEL,Zafira,Petrol,Yes,Manual,Universal,8154
2017,1034,53000.0,1.5,CHEVROLET,Malibu,Petrol,Yes,Tiptronic,Sedan,23521
2011,707,61208.0,2.0,HYUNDAI,Sonata,LPG,Yes,Automatic,Sedan,7056
